Wall time,Step,Value
1557251428.6648524,12000,-0.9975001215934753
1557251444.5854518,14000,-1.0412499904632568
1557251507.6670637,22000,-0.9975001215934753
1557251523.5067096,24000,-0.9975001215934753
1557251570.6873689,30000,-1.2602498531341553
1557251586.59718,32000,-0.9975001215934753
1557251633.3708615,38000,-0.9975001215934753
1557251648.9068112,40000,0.30166661739349365
1557251664.2665792,42000,-0.20875006914138794
1557251726.1772337,50000,-0.9975001215934753
1557251872.30914,68000,0.887499988079071
1557251921.62427,74000,0.21058335900306702
1557251987.5904193,82000,-1.0077499151229858
1557252020.0700958,86000,0.20033322274684906
1557252054.2487273,90000,-0.026500124484300613
1557252067.6408575,92000,-0.5898749232292175
1557252094.6755712,96000,-0.9975001215934753
1557252119.458716,100000,-0.04950014874339104
1557252199.71064,110000,0.2036665976047516
1557252215.4388783,112000,-0.9975001215934753
1557252231.494326,114000,-0.9975001215934753
1557252247.6743512,116000,-0.9975001215934753
1557252263.5675995,118000,-0.9975001215934753
1557252360.9381654,130000,-1.2192498445510864
1557252393.1298504,134000,0.9325000047683716
1557252409.2225668,136000,0.4042498469352722
1557252425.205984,138000,-0.9975001215934753
1557252441.252623,140000,-0.9975001215934753
1557252489.2521267,146000,-0.04375005513429642
1557252505.317549,148000,-0.9975001215934753
1557252521.339508,150000,-0.017500052228569984
1557252537.5658636,152000,-0.9975001215934753
1557252609.2782052,162000,-0.9975001215934753
1557252694.7274652,172000,-0.2252500057220459
1557252740.3070226,178000,-0.12874990701675415
1557252752.9590142,180000,0.826166570186615
1557252845.9346976,192000,-0.03875017166137695
1557252963.8317711,208000,-0.9975001215934753
1557253007.392761,214000,0.28616660833358765
1557253023.894895,216000,0.8050000071525574
1557253126.9534714,230000,-1.3127498626708984
1557253171.4238596,236000,-0.03250005468726158
1557253203.411317,240000,-0.06512502580881119
1557253311.9116023,254000,-0.9975001215934753
1557253328.218527,256000,-0.33625009655952454
1557253377.4371896,262000,-1.6809996366500854
1557253393.695507,264000,0.2834998071193695
1557253507.7971742,278000,-0.11625006794929504
1557253540.40236,282000,-0.9975001215934753
1557253573.4383738,286000,0.49908336997032166
1557253589.7407038,288000,-0.3602498471736908
1557253606.1238616,290000,-0.9975001215934753
1557253721.5066667,304000,-0.9975001215934753
1557253804.5183933,314000,0.25962501764297485
1557253835.0825975,318000,0.2709999084472656
1557253847.3541915,320000,-0.9975001215934753
1557253859.6106238,322000,-1.4039995670318604
1557253906.8867946,328000,-1.341749906539917
1557253955.7990322,334000,0.5123998522758484
1557253988.7113512,338000,-1.9530000686645508
1557254005.0257707,340000,-0.027500171214342117
1557254054.64255,346000,-0.9975001215934753
1557254154.417241,358000,-0.3564998507499695
1557254171.0115054,360000,0.2959999442100525
1557254203.8631923,364000,-0.9975001215934753
1557254253.79962,370000,0.43724989891052246
1557254280.840821,374000,-0.26675015687942505
1557254294.130945,376000,-0.042500171810388565
1557254326.50032,380000,-0.9975001215934753
1557254360.0877643,384000,0.12039994448423386
1557254374.9377654,386000,-0.9975001215934753
1557254492.141643,400000,-0.034750159829854965
1557254642.912997,416000,-1.095749855041504
1557254662.193354,418000,0.9269997477531433
1557254678.3215275,420000,0.28766655921936035
1557254733.9999406,428000,-0.9975001215934753
1557254877.2125902,448000,-0.9975001215934753
1557254892.9667008,450000,-0.9975001215934753
1557254922.447908,454000,-0.9975001215934753
1557254954.2772083,458000,-0.9975001215934753
1557254985.9721694,462000,-0.02875005453824997
1557255038.182716,468000,0.8341248631477356
1557255057.1463022,470000,0.24666662514209747
1557255077.926891,472000,0.9339998960494995
1557255136.4012585,478000,0.9262498617172241
1557255287.4531446,498000,-0.0988750234246254
1557255318.0370324,502000,0.47739988565444946
1557255400.395419,514000,-0.36050015687942505
1557255442.190313,520000,0.27712491154670715
1557255459.06841,522000,0.01766662299633026
1557255475.8353884,524000,0.26666662096977234
1557255490.8597002,526000,0.4569999575614929
1557255515.6148813,530000,-0.45049989223480225
1557255578.3395305,538000,0.829249918460846
1557255612.3655186,542000,-0.5895000100135803
1557255646.5090618,546000,0.5882499814033508
1557255682.0469499,550000,-0.9975001215934753
1557255766.4508476,560000,0.007166598923504353
1557255867.9997284,572000,0.7144999504089355
1557255984.2492514,586000,0.6854997873306274
1557256000.9316485,588000,-0.9975001215934753
1557256084.3843043,598000,-0.021250052377581596
1557256101.224826,600000,-0.9975001215934753
1557256153.6621823,606000,-0.31174999475479126
1557256170.2551656,608000,0.2672499716281891
1557256186.759815,610000,0.29883328080177307
1557256254.1285632,618000,0.7224999666213989
1557256270.783045,620000,-0.03325008973479271
1557256304.5992274,624000,0.326499879360199
1557256342.6885142,630000,-0.6018332242965698
1557256407.0446622,638000,0.40206247568130493
1557256423.816415,640000,-1.4794998168945312
1557256440.8416991,642000,-0.9975001215934753
1557256457.7126741,644000,0.9274997711181641
1557256491.6882763,648000,0.8946249485015869
1557256542.463175,654000,-0.9975001215934753
1557256559.0807173,656000,-0.9975001215934753
1557256575.9964986,658000,0.42337486147880554
1557256626.4667368,664000,0.5069999694824219
1557256677.7331095,670000,0.594416618347168
1557256778.93256,682000,0.3894999921321869
1557256812.7951903,686000,0.046300072222948074
1557256864.5795863,692000,0.8341248631477356
1557256881.8097568,694000,-0.9975001215934753
1557256915.5759196,698000,-0.3227500021457672
1557256932.4170039,700000,-0.9975001215934753
1557257016.7239108,710000,-1.5504997968673706
1557257033.800792,712000,-0.9975001215934753
1557257100.2171254,720000,-1.6294995546340942
1557257132.2896886,724000,0.5969165563583374
1557257179.884202,730000,0.5127499103546143
1557257246.301438,738000,0.9076665639877319
1557257310.505271,746000,-0.9975001215934753
1557257343.6624355,750000,0.16716651618480682
1557257404.4386346,758000,0.42937496304512024
1557257419.633099,760000,0.8526427745819092
1557257436.570004,762000,0.7573749423027039
1557257466.3164678,766000,0.6645624041557312
1557257545.8133032,776000,-1.0784997940063477
1557257562.770516,778000,0.350857138633728
1557257627.852483,786000,-0.02875005453824997
1557257644.627066,788000,0.9162499308586121
1557257661.1693459,790000,0.6382141709327698
1557257826.571811,810000,0.7178332209587097
1557257909.2393165,820000,-0.4933333992958069
1557258026.0939856,834000,0.23855552077293396
1557258042.1608734,836000,-0.9975001215934753
1557258124.2577689,846000,-0.025000054389238358
1557258140.7687647,848000,0.33542853593826294
1557258173.3263075,852000,-0.9975001215934753
1557258206.2136867,856000,0.8246248364448547
1557258271.5153034,864000,-0.9975001215934753
1557258418.2009976,882000,0.47399988770484924
1557258451.3719141,886000,0.8581249117851257
1557258467.868423,888000,-0.025000054389238358
1557258516.365405,894000,-0.9975001215934753
1557258614.2117379,906000,0.8408332467079163
1557258744.106067,922000,0.8233332633972168
1557258760.9119341,924000,0.3684999346733093
1557258777.6400034,926000,-0.28749987483024597
1557258810.0693176,930000,0.702833354473114
1557258826.6741853,932000,-0.05900006741285324
1557258875.458036,938000,0.1391250044107437
1557258907.8938599,942000,0.5301666259765625
1557258988.4496837,952000,0.4518749713897705
1557259004.4553201,954000,0.9549999833106995
1557259182.5684965,976000,0.2411249577999115
1557259231.2337937,982000,0.294166624546051
1557259247.4899704,984000,0.9280832409858704
1557259280.4950395,988000,0.6089999079704285
1557259313.789955,992000,-1.1189994812011719
1557259362.9248137,998000,0.24287505447864532
1557259540.8224502,1020000,0.7487499713897705
1557259605.3616686,1028000,0.6071665287017822
1557259621.6882486,1030000,-0.3883332908153534
1557259654.0987146,1034000,-0.9975001215934753
1557259702.9250634,1040000,-0.10375003516674042
1557259735.2867851,1044000,-0.9975001215934753
1557259816.8607943,1054000,0.7254998087882996
1557259833.5846062,1056000,0.919749915599823
1557259931.102675,1068000,0.2839999496936798
1557259962.7435362,1072000,-0.4191667139530182
1557259979.1518886,1074000,0.6863332986831665
1557259995.1180024,1076000,-0.9975001215934753
1557260011.1949263,1078000,0.9209998250007629
1557260027.6839752,1080000,0.6497142314910889
1557260044.0659626,1082000,0.14360006153583527
1557260077.0392663,1086000,0.7779998779296875
1557260109.2413285,1090000,0.8619999289512634
1557260189.8676033,1100000,-0.03450014814734459
1557260206.179742,1102000,0.9399999976158142
1557260222.5226665,1104000,-0.38366666436195374
1557260255.602024,1108000,0.4849998950958252
1557260322.0585377,1116000,0.9258999228477478
1557260354.9383202,1120000,0.7688749432563782
1557260387.4142778,1124000,0.6844999194145203
1557260453.0728557,1132000,0.1652500480413437
1557260469.2565823,1134000,0.8858570456504822
1557260485.2012131,1136000,-0.03625005483627319
1557260551.9292235,1144000,-0.9975001215934753
1557260609.6016252,1152000,0.8666664958000183
1557260627.2364607,1154000,0.6983998417854309
1557260671.7685018,1160000,0.40529996156692505
1557260696.0461411,1164000,-0.04987500607967377
1557260708.1523802,1166000,0.6963887810707092
1557260724.4285858,1168000,0.641749918460846
1557260740.637679,1170000,-0.3864997923374176
1557260754.9719858,1172000,0.27999988198280334
1557260768.4858942,1174000,0.46062493324279785
1557260803.9058273,1178000,0.012000046670436859
1557260820.166949,1180000,0.6164999604225159
1557260900.2181711,1190000,0.46394437551498413
1557260916.3854818,1192000,-0.9975001215934753
1557260963.6826508,1198000,0.5963570475578308
1557260980.7505372,1200000,0.8976249098777771
1557261021.0270114,1206000,-0.02875005453824997
1557261055.0233607,1210000,0.26737499237060547
1557261123.9415462,1218000,0.6728888750076294
1557261156.7326615,1222000,0.8289998769760132
1557261189.1786616,1226000,-0.029500089585781097
1557261223.274334,1230000,0.8402856588363647
1557261271.277534,1236000,0.25274983048439026
1557261328.6184182,1244000,0.7383748292922974
1557261340.3789837,1246000,-0.03875017166137695
1557261372.4436529,1250000,0.4184999465942383
1557261421.201619,1256000,0.6384999752044678
1557261486.8777962,1264000,0.9549999833106995
1557261569.6191185,1274000,-0.5408748984336853
1557261679.5935996,1288000,0.93833327293396
1557261696.0940073,1290000,0.545285701751709
1557261730.2477024,1294000,0.5382499098777771
1557261747.9485164,1296000,0.682999849319458
1557261766.2006855,1298000,0.542285680770874
1557261782.0607052,1300000,-0.02350015752017498
1557261799.2518277,1302000,0.9309999346733093
1557261811.8704607,1304000,0.6057498455047607
1557261854.8979194,1310000,-0.04375005513429642
1557261921.4170988,1318000,0.855785608291626
1557261938.0710847,1320000,-0.5292500257492065
